,item_type,id,url,title,location,price,rooms,m2
321,listing_no_promo,58863792,https://www.otodom.pl/oferta/osiedle-jagiellonskie-3-pokoje-57m2-do-wejscia-ID3YZa0.html#9e977f3f7f,"Osiedle Jagiellońskie, 3 Pokoje, 57m2, Do Wejścia","Mieszkanie na sprzedaż: Kraków, Nowa Huta",369 000 zł,3 pokoje,57 m²
322,listing_no_promo,58863784,https://www.otodom.pl/oferta/2-pokojowe-ul-starowislna-stare-miasto-ID3YZ9S.html#9e977f3f7f,"2 pokojowe, ul. Starowiślna, Stare miasto","Mieszkanie na sprzedaż: Kraków, Centrum",465 000 zł,2 pokoje,32 m²
323,listing_no_promo,58863788,https://www.otodom.pl/oferta/1-pokojowe-podgorze-duchackie-ID3YZ9V.html#9e977f3f7f,"1 pokojowe, Podgórze Duchackie","Mieszkanie na sprzedaż: Kraków, Podgórze Duchackie",255 000 zł,1 pokój,"25,71 m²"
324,listing_no_promo,58863776,https://www.otodom.pl/oferta/3-pokojowe-os-tysiaclecia-mistrzejowice-ID3YZ9K.html#9e977f3f7f,"3 pokojowe, os Tysiąclecia, Mistrzejowice","Mieszkanie na sprzedaż: Kraków, Mistrzejowice",394 000 zł,3 pokoje,47 m²
325,listing_no_promo,58863756,https://www.otodom.pl/oferta/2-pokoje-pradnik-bialy-belwederczykow-46m2-ID3YZ9q.html#9e977f3f7f,"2 Pokoje, Prądnik Biały, Belwederczyków, 46m2","Mieszkanie na sprzedaż: Kraków, Prądnik Biały",359 000 zł,2 pokoje,"45,87 m²"
326,listing_no_promo,58863752,https://www.otodom.pl/oferta/mieszkanie-54-m-krakow-ID3YZ9m.html#9e977f3f7f,"Mieszkanie, 54 m², Kraków","Mieszkanie na sprzedaż: Kraków, Kurdwanów",369 500 zł,3 pokoje,54 m²
327,listing_no_promo,58863744,https://www.otodom.pl/oferta/3-pokojowe-ul-slomiana-debniki-ID3YZ9e.html#9e977f3f7f,"3 pokojowe, ul. Słomiana, Dębniki","Mieszkanie na sprzedaż: Kraków, Stare Podgórze",445 000 zł,3 pokoje,47 m²
328,listing_no_promo,58863740,https://www.otodom.pl/oferta/1-pokojowe-ul-bandurskiego-grzegorzki-ID3YZ9a.html#9e977f3f7f,"1 pokojowe, ul. Bandurskiego, Grzegórzki","Mieszkanie na sprzedaż: Kraków, małopolskie",375 000 zł,1 pokój,37 m²
329,listing_no_promo,58863728,https://www.otodom.pl/oferta/mieszkania-w-stanie-deweloperskim-stare-miasto-ID3YZ8Y.html#9e977f3f7f,"mieszkania w stanie deweloperskim, Stare Miasto","Mieszkanie na sprzedaż: Kraków, Stare Podgórze",315 060 zł,1 pokój,"26,70 m²"
330,listing_no_promo,58863732,https://www.otodom.pl/oferta/2-pokojowe-kulakowskiego-borek-falecki-ID3YZ92.html#9e977f3f7f,"2 pokojowe, Kułakowskiego, Borek Fałęcki","Mieszkanie na sprzedaż: Kraków, Podgórze",340 000 zł,2 pokoje,49 m²
331,listing_no_promo,58863716,https://www.otodom.pl/oferta/2-pokojowe-bielany-ID3YZ8M.html#9e977f3f7f,"2 pokojowe, Bielany","Mieszkanie na sprzedaż: Kraków, Bielany",349 000 zł,2 pokoje,55 m²
332,listing_no_promo,58863724,https://www.otodom.pl/oferta/2-pokojowe-os-na-skarpie-nowa-huta-ID3YZ8U.html#9e977f3f7f,"2 pokojowe, os. na Skarpie, Nowa Huta","Mieszkanie na sprzedaż: Kraków, Nowa Huta",340 000 zł,2 pokoje,51 m²
333,listing_no_promo,58863712,https://www.otodom.pl/oferta/krolewska-idealna-inwestycja-1-pokoj-39-m2-ID3YZ8I.html#9e977f3f7f,"Królewska, Idealna Inwestycja, 1 Pokój, 39 m2","Mieszkanie na sprzedaż: Kraków, Krowodrza",345 000 zł,2 pokoje,39 m²
334,listing_no_promo,58863636,https://www.otodom.pl/oferta/kawalerka-na-wielicka-ID3YZ7u.html#9e977f3f7f,Kawalerka Na Wielicka,"Mieszkanie na sprzedaż: Kraków, Podgórze",252 000 zł,1 pokój,29 m²
335,listing_no_promo,58863632,https://www.otodom.pl/oferta/zygmuntowska-open-space-azory-1-pokoj-ID3YZ7q.html#9e977f3f7f,"Zygmuntowska, Open Space, Azory, 1 Pokój","Mieszkanie na sprzedaż: Kraków, Azory",315 000 zł,1 pokój,"40,32 m²"
336,listing_no_promo,58863620,https://www.otodom.pl/oferta/1-pok-armii-krajowej-ID3YZ7e.html#9e977f3f7f,1 pok Armii Krajowej,"Mieszkanie na sprzedaż: Kraków, Bronowice Małe",390 000 zł,1 pokój,38 m²
337,listing_no_promo,58863608,https://www.otodom.pl/oferta/kuznicy-kollatajowskiej-1-pokoj-inwestycja-37m2-ID3YZ72.html#9e977f3f7f,"Kuźnicy Kołłątajowskiej, 1 Pokój, Inwestycja, 37m2","Mieszkanie na sprzedaż: Kraków, Górka Narodowa",299 000 zł,1 pokój,"36,83 m²"
338,listing_no_promo,58863604,https://www.otodom.pl/oferta/opolska-krowodrza-3-pokoje-1-10-45-m2-ID3YZ6Y.html#9e977f3f7f,"Opolska, Krowodrza, 3 Pokoje, 1/10, 45 m2","Mieszkanie na sprzedaż: Kraków, Krowodrza Górka",380 000 zł,3 pokoje,45 m²
339,listing_no_promo,58863600,https://www.otodom.pl/oferta/1-pokojowe-aleksandry-biezanow-prokocim-ID3YZ6U.html#9e977f3f7f,"1 pokojowe, Aleksandry, Bieżanów-Prokocim","Mieszkanie na sprzedaż: Kraków, Bieżanów-Prokocim",249 000 zł,1 pokój,32 m²
340,listing_no_promo,58863592,https://www.otodom.pl/oferta/3-pokojowe-os-willowe-nowa-huta-ID3YZ6M.html#9e977f3f7f,"3 pokojowe, Os. Willowe, Nowa Huta","Mieszkanie na sprzedaż: Kraków, Nowa Huta",429 000 zł,3 pokoje,"55,10 m²"
341,listing_no_promo,58863580,https://www.otodom.pl/oferta/inwestycja-28m2-wroclawska-krowodrza-loggia-ID3YZ6A.html#9e977f3f7f,"Inwestycja, 28m2, Wrocławska, Krowodrza, Loggia","Mieszkanie na sprzedaż: Kraków, Krowodrza",365 000 zł,1 pokój,"28,17 m²"
342,listing_no_promo,58863156,https://www.otodom.pl/oferta/bezposrednio-sprzedam-mieszkanie-55m-ul-marcholta-ID3YYZK.html#9e977f3f7f,Bezpośrednio sprzedam mieszkanie 55m-ul.Marchołta,"Mieszkanie na sprzedaż: Kraków, małopolskie",415 000 zł,2 pokoje,55 m²
343,listing_no_promo,58863556,https://www.otodom.pl/oferta/3-pokojowe-orna-bronowice-ID3YZ6c.html#9e977f3f7f,"3 pokojowe, Orna, Bronowice","Mieszkanie na sprzedaż: Kraków, Bronowice",649 000 zł,3 pokoje,"71,40 m²"
344,listing_no_promo,58863548,https://www.otodom.pl/oferta/4-pokojowe-kaczary-pradnik-czerwony-ID3YZ64.html#9e977f3f7f,"4 pokojowe, Kaczary, Prądnik Czerwony","Mieszkanie na sprzedaż: Kraków, Prądnik Czerwony",610 000 zł,4 pokoje,70 m²
345,listing_no_promo,58863544,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-48m2-mazowiecka-lobzow-ID3YZ60.html#9e977f3f7f,Mieszkanie 3 pokoje 48m2 Mazowiecka łobzów,"Mieszkanie na sprzedaż: Kraków, Łobzów",440 000 zł,3 pokoje,48 m²
346,listing_no_promo,58863536,https://www.otodom.pl/oferta/salwator-kr-jadwigi-open-space-2-pokoje-ID3YZ5S.html#9e977f3f7f,"Salwator, Kr.Jadwigi, Open Space, 2 Pokoje,","Mieszkanie na sprzedaż: Kraków, Salwator",497 000 zł,2 pokoje,"52,48 m²"
347,listing_no_promo,58863524,https://www.otodom.pl/oferta/2-pok-teligi-nowe-ID3YZ5G.html#9e977f3f7f,2 pok Teligi Nowe,"Mieszkanie na sprzedaż: Kraków, Bieżanów-Prokocim",283 000 zł,2 pokoje,36 m²
348,listing_no_promo,58863528,https://www.otodom.pl/oferta/3-pok-schweitzera-ID3YZ5K.html#9e977f3f7f,3 pok Schweitzera,"Mieszkanie na sprzedaż: Kraków, Bieżanów",549 000 zł,3 pokoje,79 m²
349,listing_no_promo,58863520,https://www.otodom.pl/oferta/stachiewicza-inwestycja-gen-remont-24-m2-ID3YZ5C.html#9e977f3f7f,"Stachiewicza, Inwestycja, Gen. Remont, 24 m2","Mieszkanie na sprzedaż: Kraków, Azory",280 000 zł,1 pokój,24 m²
350,listing_no_promo,58863448,https://www.otodom.pl/oferta/3-pokojowe-os-jagiellonskie-nowa-huta-ID3YZ4s.html#9e977f3f7f,"3 pokojowe, Os. Jagiellońskie, Nowa Huta","Mieszkanie na sprzedaż: Kraków, Nowa Huta",369 000 zł,3 pokoje,57 m²
351,listing_no_promo,58863444,https://www.otodom.pl/oferta/nuszkiewicza-47m-2-pokoje-pr-czerwony-2-tarasy-ID3YZ4o.html#9e977f3f7f,"Nuszkiewicza, 47m, 2 Pokoje, Pr.Czerwony, 2 Tarasy","Mieszkanie na sprzedaż: Kraków, Prądnik Czerwony",380 000 zł,2 pokoje,47 m²
352,listing_no_promo,58863440,https://www.otodom.pl/oferta/2-pokojowe-seweryna-biezanow-prokocim-ID3YZ4k.html#9e977f3f7f,"2 pokojowe, Seweryna, Bieżanów-Prokocim","Mieszkanie na sprzedaż: Kraków, Bieżanów-Prokocim",459 000 zł,2 pokoje,70 m²
353,listing_no_promo,58863424,https://www.otodom.pl/oferta/mieszkanie-2-pok-51-m2-w-kamienicy-w-nowej-hucie-ID3YZ44.html#9e977f3f7f,Mieszkanie 2-pok. 51 m2 w kamienicy w Nowej Hucie,"Mieszkanie na sprzedaż: Kraków, Nowa Huta",340 000 zł,2 pokoje,51 m²
354,listing_no_promo,58863432,https://www.otodom.pl/oferta/2-pokoje-gotowe-do-wprowadzenia-nowa-huta-ID3YZ4c.html#9e977f3f7f,2 pokoje gotowe do wprowadzenia Nowa Huta,"Mieszkanie na sprzedaż: Kraków, Nowa Huta",324 900 zł,2 pokoje,"41,50 m²"
355,listing_no_promo,58863420,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-48m2-mazowiecka-lobzow-ID3YZ40.html#9e977f3f7f,Mieszkanie 3 pokoje 48m2 Mazowiecka łobzów,"Mieszkanie na sprzedaż: Kraków, Łobzów",440 000 zł,3 pokoje,48 m²
356,listing_no_promo,58863412,https://www.otodom.pl/oferta/1-pokojowe-os-avia-czyzyny-ID3YZ3S.html#9e977f3f7f,"1 pokojowe, Os. Avia, Czyżyny","Mieszkanie na sprzedaż: Kraków, Czyżyny",275 000 zł,1 pokój,"31,84 m²"
357,listing_no_promo,58863408,https://www.otodom.pl/oferta/sw-kingi-podgorze-po-remoncie-41m2-1-pokoj-ID3YZ3O.html#9e977f3f7f,"św. Kingi, Podgórze, Po Remoncie, 41m2, 1 Pokój","Mieszkanie na sprzedaż: Kraków, Podgórze",340 000 zł,1 pokój,"40,60 m²"
358,listing_no_promo,58863388,https://www.otodom.pl/oferta/3pok-dwernickiego-po-remoncie-ID3YZ3u.html#9e977f3f7f,3pok. Dwernickiego po remoncie,"Mieszkanie na sprzedaż: Kraków, Grzegórzki",600 000 zł,3 pokoje,66 m²
359,listing_no_promo,58863376,https://www.otodom.pl/oferta/mistrzejowice-boh-wrzesnia-2-pokoje-ID3YZ3i.html#9e977f3f7f,"Mistrzejowice, Boh.Września, 2 Pokoje,","Mieszkanie na sprzedaż: Kraków, Mistrzejowice",370 000 zł,2 pokoje,50 m²
360,listing_no_promo,58863364,https://www.otodom.pl/oferta/dabrowskiego-1-pokoj-podgorze-18m2-ID3YZ36.html#9e977f3f7f,"Dąbrowskiego, 1 Pokój, Podgórze, 18m2","Mieszkanie na sprzedaż: Kraków, Podgórze",190 000 zł,1 pokój,"17,60 m²"
361,listing_no_promo,58863368,https://www.otodom.pl/oferta/1-pokojowe-biezanowska-ID3YZ3a.html#9e977f3f7f,"1 pokojowe, Bieżanowska","Mieszkanie na sprzedaż: Kraków, Bieżanów-Prokocim",165 000 zł,1 pokój,20 m²
362,listing_no_promo,58863348,https://www.otodom.pl/oferta/mysliwska-garaz-56m2-3-pokoje-podgorze-taras-ID3YZ2Q.html#9e977f3f7f,"Myśliwska, Garaż, 56m2, 3 Pokoje, Podgórze, Taras","Mieszkanie na sprzedaż: Kraków, Płaszów",410 000 zł,3 pokoje,"56,32 m²"
363,listing_no_promo,58863352,https://www.otodom.pl/oferta/kurczaba-2-pok-do-wejscia-ID3YZ2U.html#9e977f3f7f,Kurczaba 2 pok do wejscia,"Mieszkanie na sprzedaż: Kraków, Bieżanów-Prokocim",308 500 zł,2 pokoje,48 m²
364,listing_no_promo,58863336,https://www.otodom.pl/oferta/2-pok-stachiewicza-ID3YZ2E.html#9e977f3f7f,2 pok Stachiewicza,"Mieszkanie na sprzedaż: Kraków, Krowodrza",299 000 zł,2 pokoje,37 m²
365,listing_no_promo,58863340,https://www.otodom.pl/oferta/1-pokojowe-domagaly-biezanow-prokocim-ID3YZ2I.html#9e977f3f7f,"1 pokojowe, Domagały, Bieżanów-Prokocim","Mieszkanie na sprzedaż: Kraków, Bieżanów",255 000 zł,1 pokój,30 m²
366,listing_no_promo,58863328,https://www.otodom.pl/oferta/1-pokojowe-osiedle-avia-ID3YZ2v.html#9e977f3f7f,"1 pokojowe, Osiedle Avia","Mieszkanie na sprzedaż: Kraków, Czyżyny",309 000 zł,1 pokój,27 m²
367,listing_no_promo,58863332,https://www.otodom.pl/oferta/meiera-2-pokoje-36-m2-pradnik-czerwony-glamour-ID3YZ2A.html#9e977f3f7f,"Meiera, 2 Pokoje, 36 m2, Prądnik Czerwony, Glamour","Mieszkanie na sprzedaż: Kraków, Prądnik Czerwony",318 000 zł,2 pokoje,36 m²
368,listing_no_promo,58863300,https://www.otodom.pl/oferta/3-pokojowe-ul-bobrzynskiego-ruczaj-ID3YZ24.html#9e977f3f7f,"3 pokojowe, ul. Bobrzyńskiego, Ruczaj","Mieszkanie na sprzedaż: Kraków, Ruczaj",497 000 zł,3 pokoje,66 m²
369,listing_no_promo,58863152,https://www.otodom.pl/oferta/duze-mieszkanie-4-pokojowe-z-pieknym-widokiem-75m2-ID3YYZG.html#9e977f3f7f,Duże mieszkanie 4 pokojowe z pięknym widokiem!75m2,"Mieszkanie na sprzedaż: Kraków, Nowa Huta",430 000 zł,4 pokoje,74 m²
370,listing_no_promo,58863148,https://www.otodom.pl/oferta/duze-mieszkanie-z-ogrodem-przy-bulwarze-wislanym-ID3YYZC.html#9e977f3f7f,Duże mieszkanie z ogrodem przy bulwarze wiślanym!,"Mieszkanie na sprzedaż: Kraków, Podgórze",399 000 zł,2 pokoje,46 m²
371,listing_no_promo,58863108,https://www.otodom.pl/oferta/2-pok-piwna-24-stare-podgorze-taras-ID3YYYY.html#9e977f3f7f,2 pok. | Piwna 24/ STARE PODGÓRZE | TARAS,"Mieszkanie na sprzedaż: Kraków, Stare Podgórze",520 000 zł,2 pokoje,42 m²
372,listing_no_promo,58862716,https://www.otodom.pl/oferta/ustawne-sloneczne-mieszkanie-spokojna-okolica-ID3YYSE.html#9e977f3f7f,"Ustawne, słoneczne mieszkanie. Spokojna okolica!","Mieszkanie na sprzedaż: Kraków, Prądnik Biały",415 000 zł,3 pokoje,"58,93 m²"
373,listing_no_promo,58862696,https://www.otodom.pl/oferta/3-pokoje-57-72m2-bronowice-glowackiego-ID3YYSk.html#9e977f3f7f,"3 pokoje 57,72m2, Bronowice, Głowackiego","Mieszkanie na sprzedaż: Kraków, Bronowice",525 250 zł,3 pokoje,"57,72 m²"
374,listing_no_promo,58862692,https://www.otodom.pl/oferta/kawalerka-27-5m2-wadowicka-activ-ogrod-taras-ID3YYSg.html#9e977f3f7f,"Kawalerka 27,5m2, Wadowicka, Activ, Ogród, Taras","Mieszkanie na sprzedaż: Kraków, Podgórze",252 250 zł,1 pokój,"27,50 m²"
375,promo_top_ads,58100812,https://www.otodom.pl/oferta/jasny-nowoczesny-apartament-3p-53m2-wislane-tarasy-ID3WMFS.html#09826b045a,Jasny Nowoczesny Apartament 3p 53m2 Wiślane Tarasy,"Mieszkanie na sprzedaż: Kraków, Grzegórzki",664 250 zł,3 pokoje,"53,14 m²"
376,promo_top_ads,58165404,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-100-m2-garaz-bezposrednio-ID3V3tG.html#09826b045a,Dwupoziomowe mieszkanie 100 m2+garaż BEZPOŚREDNIO,"Mieszkanie na sprzedaż: Kraków, Prądnik Czerwony",599 000 zł,4 pokoje,100 m²
377,promo_top_ads,58605936,https://www.otodom.pl/oferta/wyjatkowy-penthouse-salwator-tower-ID3XU52.html#09826b045a,Wyjątkowy penthouse Salwator Tower,"Mieszkanie na sprzedaż: Kraków, małopolskie",2 990 000 zł,4 pokoje,180 m²
378,listing_no_promo,58862624,https://www.otodom.pl/oferta/2-pokoje-na-zlocieniu-po-remoncie-ID3YYRa.html#09826b045a,"2 pokoje na Złocieniu, po remoncie!!!","Mieszkanie na sprzedaż: Kraków, Bieżanów-Prokocim",275 000 zł,2 pokoje,42 m²
379,listing_no_promo,57946404,https://www.otodom.pl/oferta/nowoczesny-apartament-ulica-rakowicka-ID3W8wq.html#09826b045a,Nowoczesny apartament ulica Rakowicka,"Mieszkanie na sprzedaż: Kraków, Grzegórzki",444 000 zł,1 pokój,33 m²
380,listing_no_promo,58862580,https://www.otodom.pl/oferta/komfortowe-3-pokoje-w-promocyjnej-cenie-ID3YYQs.html#09826b045a,Komfortowe 3 pokoje w promocyjnej cenie,"Mieszkanie na sprzedaż: Kraków, Bronowice Wielkie",388 100 zł,3 pokoje,"48,92 m²"
381,listing_no_promo,58862576,https://www.otodom.pl/oferta/przedsprzedaz-2-pokoje-w-atrakcyjnej-cenie-ID3YYQo.html#09826b045a,Przedsprzedaż - 2 pokoje w atrakcyjnej cenie!,"Mieszkanie na sprzedaż: Kraków, Bronowice Wielkie",240 075 zł,2 pokoje,"32,01 m²"
382,listing_no_promo,58862568,https://www.otodom.pl/oferta/kameralnie-w-otoczeniu-zieleni-ID3YYQg.html#09826b045a,Kameralnie w otoczeniu zieleni,"Mieszkanie na sprzedaż: Kraków, Bronowice Małe",477 300 zł,3 pokoje,"71,25 m²"
383,listing_no_promo,58862564,https://www.otodom.pl/oferta/komfortowe-2-pokoje-ogrod-kameralna-zabudowa-ID3YYQc.html#09826b045a,"Komfortowe 2 pokoje, ogród, kameralna zabudowa","Mieszkanie na sprzedaż: Kraków, Bronowice Małe",365 200 zł,2 pokoje,"50,39 m²"
384,listing_no_promo,58862560,https://www.otodom.pl/oferta/tylko-do-27-04-mieszkanie-z-m-postojowym-w-cenie-ID3YYQ8.html#09826b045a,Tylko do 27.04 -mieszkanie z m.postojowym w cenie!,"Mieszkanie na sprzedaż: Kraków, Prądnik Biały",404 778 zł,3 pokoje,"49,91 m²"
385,listing_no_promo,58862556,https://www.otodom.pl/oferta/3-pokoje-z-ogrodkiem-promocja-ID3YYQ4.html#09826b045a,3 pokoje z ogródkiem - promocja!,"Mieszkanie na sprzedaż: Kraków, Prądnik Biały",403 025 zł,3 pokoje,51 m²
386,listing_no_promo,58862120,https://www.otodom.pl/oferta/apartament-4-pokojowy-87-35-m2-z-duzym-tarasem-ID3YYJ2.html#09826b045a,"Apartament 4 pokojowy 87,35 m2 z dużym tarasem","Mieszkanie na sprzedaż: Kraków, Nowa Huta",751 210 zł,4 pokoje,"87,35 m²"
387,listing_no_promo,58862008,https://www.otodom.pl/oferta/mieszkanie-2pok-44m-bulwarowa-modernity-ID3YYHe.html#09826b045a,"Mieszkanie 2pok, 44m, Bulwarowa Modernity","Mieszkanie na sprzedaż: Kraków, Nowa Huta",325 000 zł,2 pokoje,44 m²
388,listing_no_promo,58861692,https://www.otodom.pl/oferta/nowe-2-pokoje-z-ogrodkiem-wielicka-ID3YYC8.html#09826b045a,Nowe!!! 2 Pokoje Z Ogródkiem Wielicka !!!,"Mieszkanie na sprzedaż: Kraków, Podgórze",418 000 zł,2 pokoje,"45,26 m²"
389,listing_no_promo,58861684,https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-loggia-ID3YYC0.html#09826b045a,"3 Pokoje, Jasna Kuchnia, Loggia,","Mieszkanie na sprzedaż: Kraków, Bieżanów",355 000 zł,3 pokoje,"48,90 m²"
390,listing_no_promo,58861668,https://www.otodom.pl/oferta/2-pok-po-remoncie-z-balkonem-okazja-ID3YYBK.html#09826b045a,"2 Pok. Po Remoncie, Z Balkonem!Okazja!","Mieszkanie na sprzedaż: Kraków, Bronowice",325 000 zł,2 pokoje,37 m²
391,listing_no_promo,58861640,https://www.otodom.pl/oferta/kawalerka-w-centrum-za-120-tys-blisko-lea-agh-uj-ID3YYBi.html#09826b045a,Kawalerka w centrum za 120 tyś!! Blisko Lea Agh Uj,"Mieszkanie na sprzedaż: Kraków, Łobzów",120 000 zł,1 pokój,14 m²
392,listing_no_promo,58861624,https://www.otodom.pl/oferta/centrum-z-ogromnym-potencjalem-obok-ul-mogilskiej-ID3YYB2.html#09826b045a,Centrum z ogromnym potencjałem obok ul. Mogilskiej,"Mieszkanie na sprzedaż: Kraków, Grzegórzki",520 000 zł,4 pokoje,76 m²
393,listing_no_promo,58861572,https://www.otodom.pl/oferta/atrakcyjne-3-pokojowe-po-remoncie-os-tysiaclecia-ID3YYAc.html#09826b045a,Atrakcyjne 3 pokojowe po remoncie os Tysiąclecia,"Mieszkanie na sprzedaż: Kraków, małopolskie",350 000 zł,3 pokoje,50 m²
394,listing_no_promo,58861148,https://www.otodom.pl/oferta/4-pokoje-osobna-kuchnia-76-m2-gotowe-bronowice-ID3YYtm.html#09826b045a,"4 pokoje, osobna kuchnia, 76 m2, Gotowe, Bronowice","Mieszkanie na sprzedaż: Kraków, Wola Justowska",632 000 zł,4 pokoje,76 m²
395,listing_no_promo,47397394,https://www.otodom.pl/oferta/willa-gajowka-ID3cSe6.html#09826b045a,Willa Gajówka,"Mieszkanie na sprzedaż: Kraków, Opatkowice",310 000 zł,4 pokoje,70 m²
396,listing_no_promo,58860940,https://www.otodom.pl/oferta/olsza-ul-pilotow-2-pok-jasna-kuchnia-ID3YYq0.html#09826b045a,"Olsza Ul. Pilotów 2 Pok, Jasna Kuchnia","Mieszkanie na sprzedaż: Kraków, Olsza",310 000 zł,2 pokoje,"45,50 m²"
397,listing_no_promo,55631832,https://www.otodom.pl/oferta/inwestycja-ze-stopa-zwrotu-roi-min-7-ID3LqnC.html#09826b045a,Inwestycja ze stopą zwrotu Roi min. 7%,"Mieszkanie na sprzedaż: Kraków, Stare Miasto",1 090 000 zł,5 pokoi,"142,50 m²"
398,listing_no_promo,58222628,https://www.otodom.pl/oferta/wysoki-standard-2-poziomy-taras-widokowy-ID3VimE.html#09826b045a,Wysoki standard - 2 poziomy - Taras widokowy,"Mieszkanie na sprzedaż: Kraków, Dębniki",699 000 zł,3 pokoje,"71,52 m²"
399,listing_no_promo,58585668,https://www.otodom.pl/oferta/mieszkanie-80-m-krakow-ID3XOO8.html#09826b045a,"Mieszkanie, 80 m², Kraków","Mieszkanie na sprzedaż: Kraków, Stare Miasto",685 000 zł,3 pokoje,80 m²
400,listing_no_promo,58860784,https://www.otodom.pl/oferta/nowe-5-pokojowe-mieszkanie-przy-ul-wroclawskiej-ID3YYnu.html#09826b045a,"Nowe, 5-pokojowe mieszkanie przy ul. Wrocławskiej!","Mieszkanie na sprzedaż: Kraków, Krowodrza",790 000 zł,5 pokoi,93 m²
401,listing_no_promo,58860656,https://www.otodom.pl/oferta/ok-praska-wyjatkowy-apartament-80-m2-taras-ID3YYlq.html#09826b045a,"Ok. Praska, wyjątkowy apartament 80 m2, taras","Mieszkanie na sprzedaż: Kraków, Dębniki",849 000 zł,3 pokoje,80 m²
402,listing_no_promo,57906732,https://www.otodom.pl/oferta/nowe-mieszkania-na-osiedlu-sidzina-garden-ID3UYby.html#09826b045a,Nowe mieszkania na osiedlu Sidzina Garden,"Mieszkanie na sprzedaż: Kraków, Sidzina",335 920 zł,3 pokoje,"51,60 m²"
403,listing_no_promo,58860452,https://www.otodom.pl/oferta/krakow-kazimierz-ul-dajwor-86-m2-ID3YYi8.html#09826b045a,Kraków – Kazimierz – ul. Dajwór - 86 m2,"Mieszkanie na sprzedaż: Kraków, Kazimierz",750 000 zł,3 pokoje,86 m²
404,listing_no_promo,58860224,https://www.otodom.pl/oferta/mieszkanie-mozliwoscia-podzialu-na-dwa-ogrodek-ID3YYes.html#09826b045a,Mieszkanie możliwością podziału na dwa!Ogródek!,"Mieszkanie na sprzedaż: Kraków, Grzegórzki",890 000 zł,4 pokoje,100 m²
405,listing_no_promo,58860232,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-jasna-kuchnia-balkon-okazja-ID3YYeA.html#09826b045a,"2 pokoje z balkonem!Jasna kuchnia, balkon!okazja!","Mieszkanie na sprzedaż: Kraków, Podgórze Duchackie",330 000 zł,2 pokoje,48 m²
406,listing_no_promo,58860208,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-3-pokojowe-krk-krowodrza-ID3YYec.html#09826b045a,Atrakcyjne mieszkanie 3 pokojowe Krk Krowodrza,"Mieszkanie na sprzedaż: Kraków, Krowodrza",450 000 zł,3 pokoje,51 m²
407,listing_no_promo,58860192,https://www.otodom.pl/oferta/mieszkanie-74-m-krakow-ID3YYdV.html#09826b045a,"Mieszkanie, 74 m², Kraków","Mieszkanie na sprzedaż: Kraków, Nowa Huta",430 000 zł,4 pokoje,74 m²
408,listing_no_promo,58860164,https://www.otodom.pl/oferta/2-pokoje-na-poddaszu-44-5-m2-gotowe-bronowice-ID3YYdu.html#09826b045a,"2 pokoje na poddaszu, 44,5 m2, Gotowe, Bronowice","Mieszkanie na sprzedaż: Kraków, Wola Justowska",394 000 zł,2 pokoje,"44,50 m²"
409,listing_no_promo,58859820,https://www.otodom.pl/oferta/2-pokojowe-z-ogrodkiem-38-6-m2-grzegorzki-ID3YY7V.html#09826b045a,"2-pokojowe z Ogródkiem, 38,6 m2, Grzegórzki","Mieszkanie na sprzedaż: Kraków, Grzegórzki",762 000 zł,4 pokoje,"84,50 m²"
410,listing_no_promo,58765932,https://www.otodom.pl/oferta/blisko-centrum-dabie-tauron-arena-ID3YzHC.html#09826b045a,Blisko Centrum - Dąbie - Tauron Arena,"Mieszkanie na sprzedaż: Kraków, Dąbie",375 000 zł,2 pokoje,"38,79 m²"
411,listing_no_promo,58859376,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-2-duze-balkony-okazja-ID3YY0M.html#09826b045a,"Mieszkanie 3 Pokoje, 2 duże balkony! Okazja!","Mieszkanie na sprzedaż: Kraków, Dębniki",549 000 zł,3 pokoje,68 m²
412,listing_no_promo,58859360,https://www.otodom.pl/oferta/nowoczesne-mieszkanie-40m2-z-tarasem-pradnik-bialy-ID3YY0v.html#09826b045a,Nowoczesne mieszkanie 40m2 z tarasem Prądnik Biały,"Mieszkanie na sprzedaż: Kraków, Prądnik Biały",390 000 zł,2 pokoje,40 m²
413,listing_no_promo,58859352,https://www.otodom.pl/oferta/przytulna-kawalerka-38-m2-z-garazem-gorka-narodowa-ID3YY0o.html#09826b045a,Przytulna kawalerka 38 m2 z garażem Górka Narodowa,"Mieszkanie na sprzedaż: Kraków, Górka Narodowa",288 000 zł,1 pokój,38 m²
414,listing_no_promo,58859348,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-w-nowej-hucie-tanio-ID3YY0k.html#09826b045a,Mieszkanie 2 pokojowe w Nowej Hucie Tanio!,"Mieszkanie na sprzedaż: Kraków, Nowa Huta",209 000 zł,1 pokój,27 m²
